income,age,credit,default,years_in_business,num_staff,monthly_sales,monthly_expenses,num_orders,order_history
47199.934405289976,42.07310219007874,564.14642379277,1,2,16,40542.57241365548,42965.369196618965,29,50.864010873672655
48241.56208586325,38.05467170396877,670.452289849808,0,16,8,52564.04042361435,39657.19827428327,50,47.13941592103228
46640.76347980002,18.095602242056586,722.3948093635457,0,12,9,57656.062664227735,41766.55038230572,68,64.98808532945787
59200.137873837346,18.277182086846402,693.8991476860323,0,10,5,42774.17595693679,33560.37727243044,59,65.68285683292297
39312.34849149078,44.35648571606217,688.591048576084,1,13,9,59474.3328942808,33144.27158152363,77,56.1589825215465
42143.26558754699,36.8038877319162,760.9494000973583,1,4,1,68939.33029858636,32844.37598230838,36,42.98870308494759
52917.453325997405,41.215730722673484,706.0784321625667,1,8,4,35301.12617057925,43635.82632327076,73,61.326583453380074
60595.203057721475,33.79510043944049,687.4664414341078,0,17,4,41143.182428050335,49061.425854865185,81,44.18907867011394
36032.47751828712,43.83309681174978,716.697320301424,0,16,1,55115.0471159835,53352.67687189763,86,49.73545197447507
57333.37280624986,41.917419739262556,596.685910351876,0,6,16,32782.029652822865,57824.33446686798,72,53.72024127528192
51321.333914422205,27.710121303567654,790.7439393148402,0,6,11,40134.64957977221,31832.9959595619,83,48.88385657798796
33363.27580711723,21.385340418217773,712.9653362358299,0,12,15,48548.28784809393,29376.13314581373,22,37.912026165194604
40651.59112575992,51.40025217016117,662.4481168847632,0,19,16,49735.41411382714,37133.24144044181,94,44.02049590894847
51907.17640152419,59.40631154281746,709.285975775689,0,3,10,59482.33965502666,39250.46296808769,38,72.5768930616804
46561.98705311926,39.04071129043856,691.1088769952952,0,3,11,63163.73950153232,30905.877318928702,36,58.65072745989613
52804.93172846642,40.46653787149424,714.8041522921549,0,18,15,44093.592134031314,49813.82024748731,27,56.335512878104474
56968.79029286511,37.533372228065325,627.811390375415,0,1,18,29674.881594670733,31532.460185956697,31,54.11041324044971
51794.87124530864,40.60934862442389,736.0809030565657,0,8,12,64318.823551813555,42793.09837013437,72,70.34059052206631
32864.55628716344,27.702668366927796,760.6531987645361,0,15,3,57338.06576310354,41765.775352382436,38,59.86639989661471
69747.47924350352,70.87749489898266,707.3471730673283,1,4,6,54095.85171433149,36119.72690720962,5,54.27140074618089
41549.57439915069,26.601570326532986,662.3834760733997,1,9,1,40167.178133024034,42465.667356530714,72,48.0402210969602
53029.08604071631,49.01902523081152,703.9144212039237,0,11,15,28595.920945941365,50181.096033666654,8,59.17660557136202
61275.19309268242,48.0309682219421,679.1357159901429,0,19,8,48467.989903898626,29602.654294296906,10,63.403219242654245
45044.700002720696,47.564757581464214,596.4978002442483,0,6,19,48211.959420127765,34331.10150049637,12,36.30460794646635
53701.21166516477,30.369312180478232,662.3837285036302,0,6,8,36372.70177318034,48284.655946204555,99,49.74714582412867
51259.20423985443,43.54312054795692,665.7642547041487,0,8,4,45741.440522974626,27967.43968946912,91,67.23690885461856
37778.03823023583,50.27098297560745,683.465368677008,0,5,8,56308.90673678612,34198.7650684666,66,54.24460459344416
55003.84345885244,22.169318286530565,660.1854631373119,0,19,14,65367.84526728827,60376.50485930841,89,29.206400026118967
59527.44291290027,34.17106264454348,723.2580596736103,0,3,1,47025.68398599324,41232.69195363915,14,49.280620693333674
46910.94864252758,29.106703552204113,778.5256438791821,1,12,1,75158.45823661143,43962.42530448002,89,56.04218138236821
35847.19934805602,25.062703827769692,759.2316134532691,1,14,19,62361.610001364745,44635.234011587854,76,32.25479912869657
32117.65559732657,34.95652301347734,728.4414247521264,0,1,17,40088.931981747315,45863.014648569326,45,56.538043908092575
57763.27034014465,44.144590003014216,622.2966112473134,0,9,6,45580.50978514113,39361.21372357645,43,46.78852596176117
61468.8207002196,31.000934064018313,658.8471119944003,0,12,2,51760.14941355461,44473.55849914578,12,47.85900839708364
56227.05759554113,23.448271466181385,666.0850714522779,1,11,16,63268.8202904503,35813.57673516687,7,56.06382000269454
49266.368549715684,29.433025080698947,665.2870564300043,0,19,2,64662.17666811088,38034.51833506469,79,50.259372009459184
64447.87874472746,39.153971890933434,724.1318126156392,1,1,2,50969.2712269686,44192.73501572845,63,52.813112107229486
44974.40724305395,35.34487788689623,741.6241613283155,0,11,18,63498.67842121546,40907.83603583162,89,51.957603993544865
48294.03674191877,34.82365476631884,736.9270790617159,0,12,11,35239.576710842586,50673.06238762031,81,45.38505070958181
48335.99815042304,19.720853055761168,679.8710891448105,0,18,3,60623.96707004334,47829.86713212131,79,41.09538770263464
49745.61973385883,12.167295994704439,620.9848196726878,0,15,19,48820.85344359303,43838.36267773061,23,29.94121072524782
74299.57972987366,33.2061394352406,618.6371363552486,0,7,13,40235.02935155995,45114.77060359988,23,59.84704517821375
54201.691496798245,31.67142874303233,685.083471919837,0,16,1,47910.206224092195,45682.389777446464,44,51.91909484050894
33131.05545724195,43.03748732442779,720.0510996871435,0,6,11,60141.1606302944,37148.258856162414,55,74.25550916944755
46024.666929404084,30.391504339350043,710.2005357435476,0,6,17,43939.122422207394,38922.57046897089,53,54.97370161172764
61421.06032445994,24.210566916785748,643.2179244648513,0,11,1,58094.51587026994,50176.27626418203,5,43.32141955138867
53690.9694764939,20.80544546663695,634.0123599959386,0,12,11,33999.716256862244,27329.326719183846,9,42.04222685628377
57883.4220639411,44.126098882243774,674.1458402311814,0,16,1,57607.922355447285,44962.65734960522,53,70.02854245434662
65202.7238411552,51.64677644084656,637.1339291894728,0,16,9,43515.070391543566,42142.33287433599,11,71.60543330112073
42066.115163308896,27.748933679429346,715.9634235781554,0,12,15,42677.00679183955,34869.92161304859,28,53.09410087949093
54177.86689268174,48.554668681017674,639.638336749956,0,1,9,34900.96154219333,55270.16957716695,11,55.193830287526424
50392.17368309791,30.662690591421942,590.049434293062,0,8,12,51772.20529573432,39541.011097357536,7,58.45298018817847
35399.134578391124,33.684873703117084,709.8681427666237,0,14,16,39343.06518332024,43918.92817254107,37,51.81632614800721
49320.801220220725,46.36253372635471,595.4993325331367,0,5,4,56271.60482486011,29704.674152429114,81,71.69793342131939
40807.05115497371,29.039447512486696,705.0501960864635,0,9,5,46693.75858663614,35650.55135646328,62,42.69197990064988
34751.1906873935,38.37651581258678,731.5259354267789,0,15,3,57152.31318848234,47106.08674116312,79,37.35277855762484
39903.726961650784,43.037703187385716,677.3442264627315,0,16,8,49934.415785281424,32216.67214544624,76,61.249130488376444
20492.557903288576,33.468916921256714,715.9212380631457,0,8,13,42444.210245166214,52198.81388017397,26,44.78260476526408
64863.33666670366,54.93214345242818,691.30875208133,0,10,18,50294.72731867491,45402.74838877975,87,51.58070479636519
58128.59119749296,45.12624451692848,725.1278556687154,0,13,2,24175.674545978043,36942.54295710331,95,74.5979765429987
40878.784556050945,46.17234481172665,787.406423387879,0,19,4,46683.40638041115,49613.30731620156,23,48.60902127753142
47448.793074103945,29.322718675000292,659.8598959535553,1,18,17,54586.77404186109,53943.863925305035,93,48.70785109348394
44812.33206102672,25.681623179992712,656.529091418647,0,18,5,50016.31960483388,34476.031941622,8,44.351533735366075
56361.66524219414,33.986902784602606,713.4231272063253,1,14,18,66136.72285883945,40430.50157666524,70,60.82973304923664
53190.97408767014,30.191307098535923,714.5307670535504,0,6,17,53828.60560049895,22355.5881684007,57,46.8764523326478
60965.604401177945,58.77284490100736,621.5503825877468,0,16,6,55157.378492462405,40991.38697108327,32,57.897585228655466
68598.22457936317,41.24157539672619,580.2338131554478,1,13,6,53473.125508022145,24099.30356556394,61,50.85565885824602
54386.844240808954,11.05224201616388,689.5102888309586,1,10,6,49876.08354388354,36480.187756129744,88,39.87976440426312
46321.726572042295,41.02009965296391,652.9111579064635,1,12,1,47304.65560533884,40115.50037741913,88,49.97555150326289
55823.15315634044,39.655709050699016,737.8591044039497,1,8,2,43580.709948773,29792.157806744355,16,61.927778839504164
42034.04876883934,24.314384463082032,596.8307176160647,0,3,11,73119.70848717571,44498.0980320029,80,57.944168865772646
47052.24610556117,36.25959126465844,688.5389105598223,1,12,5,47490.349359997854,35589.566395081616,12,43.54463775551235
52742.64841499404,28.879909966056122,688.2578074982148,0,9,2,39098.88509032615,42473.43100907407,80,52.59097355325698
60099.66101060694,25.402772968198175,686.1972968044074,0,15,9,57153.86670341968,46802.80754861906,3,37.651826871245376
52862.47080131947,49.48346916060869,562.9680302110462,1,16,8,49655.17165134655,45075.17317166599,19,46.260240825135746
48896.446821833015,33.347656440881934,743.1990800360652,1,5,5,57292.73068700633,43662.31247352147,74,47.637832073454305
59923.596812893185,21.606441177287007,688.3377132841961,0,19,3,79531.82392255442,59722.55918931747,30,46.37542460117513
66753.20705924573,20.506195144935838,764.3016784978104,0,14,3,46568.37016586253,31203.006338588988,50,61.39553522783946
43687.54228354893,48.92898289517229,696.1541296971317,0,19,13,37374.76321032144,44165.89668552687,53,41.25946207706064
46353.6150391702,42.16169711518796,753.8782812817939,0,12,6,62323.32638854844,44467.864042002446,41,53.90350988732096
58428.96443908457,31.881904195218606,659.1367619757934,0,17,7,42344.787185772366,43647.18911604124,24,80.46112070953642
62760.19162092528,20.58530343369835,744.0673411442864,0,12,19,23266.137774549217,27606.1221712252,8,44.847879963744006
53009.03336208808,33.00217081925201,711.8552578010107,0,10,5,52596.12918559764,55564.237816418725,37,70.78916863330055
74415.17033230481,44.21431561947823,785.1799843918129,0,12,4,65504.3415178492,51818.93087416484,7,58.644595601845296
37587.04190661828,29.15017979894231,663.0756534228166,0,18,6,34955.22994280697,46451.516249485,94,41.45415012247229
53769.642305090216,42.02464510901334,695.5196448923626,0,4,13,47795.478053394894,46958.609569283144,51,46.73071445236106
49064.379496817535,36.23067937231755,708.8149548351092,0,5,17,38132.51031998607,50037.54655967589,46,40.43378159313554
63784.96170161601,35.54829917857947,661.2626554285191,1,8,8,57710.99800565405,40687.088525067775,16,49.945720029732335
57695.67833970038,19.525173832952063,724.2409567772876,0,14,12,26111.430628227172,39685.41921219977,6,60.356083893826835
73613.01607216081,34.640102483178815,762.7727891432995,0,18,15,53082.88206275956,44562.675887825906,25,50.330899149299995
57541.89250252744,33.26066784094927,707.9884550922653,0,16,8,59763.921273669526,47173.44416196285,43,57.63900383477496
66028.78788715895,32.80378834997346,631.8957832111968,0,16,19,45905.985869421405,49658.387142945954,27,43.05928801203119
48173.475138970316,34.46566360686716,727.153105910589,1,5,7,43002.882292815644,35604.23350990187,97,34.34204904014294
61901.97838092601,44.7831291646184,765.6077197597817,0,13,13,57025.610654187585,37136.52909898961,9,60.210946266914874
50170.18188277745,33.663650244354386,718.9822360637386,0,10,6,47512.41222239009,44827.97798174602,12,55.90271805724407
23827.349767006035,53.892040323527326,602.1382561158439,0,8,3,60209.81415504431,44464.31127787007,84,44.68188628805974
56614.74105869743,40.59758693806759,720.6647913424019,0,1,4,61360.811806745056,36899.335367515465,90,55.775325025809614
52082.248677610514,27.326389051176314,709.5683263819855,1,1,13,58116.24285362734,46547.23702811855,97,43.63424608439875
57047.94189463469,27.707097987919223,662.2504238568569,0,12,5,52020.96035214597,53261.48891389088,9,57.901705942373646
66410.15867193734,38.90693667801863,762.7471871590371,0,10,13,58430.957451159964,36763.056605017664,74,50.17514042438035
59167.9669101783,31.987833136285232,754.2848471722695,0,5,2,55326.654477175536,40746.70182971273,54,42.9658913166396
47433.94104703838,38.051136129972384,751.6607954590036,0,14,7,46503.51488989116,41274.78816878355,65,74.62010352264423
42205.4226088917,26.89697536670618,647.1901540912642,0,7,19,52412.10135781638,35890.21426419385,3,47.031251115648985
37988.917372782016,45.56938839589512,733.678156594028,0,3,17,53068.48762343647,39720.742157198045,2,51.344838178981924
57141.16471805119,14.509556240486006,700.1109943138018,0,18,10,36450.73905818942,47116.18476280485,99,50.15241860188775
52491.76119915466,37.16659186929637,707.9365456467591,0,16,1,28719.352506595777,46175.27712400328,92,49.21277045173351
48582.70750506031,28.913987517269355,664.9125866449017,0,10,5,35784.22774030789,35238.02678610562,28,51.59534798917868
45005.57534738492,15.358281395014238,724.7999321680988,0,2,17,55286.51701927896,39502.14029409968,69,66.1564124066538
50481.17969944036,43.513588900696625,724.0058315489363,0,3,13,57694.36467307693,46660.07104654111,53,44.50829930728253
45668.09346106527,19.82216963912692,652.1183586331595,0,2,17,39165.070016175596,48984.28410338354,13,29.829069807091095
44558.121577578786,55.86044250607654,768.3853392837071,0,10,1,41311.64968417857,20215.8166190086,37,39.24442567136977
48415.398000513254,37.54311869912513,596.3947992757005,0,2,3,44758.3353467876,46079.71954575381,49,54.16668221636456
39979.68001680871,32.19665285691665,814.8837895203237,1,17,16,39993.926211446764,55476.665297514795,4,39.8964320218825
53270.48333780549,39.929576076868244,701.111405458125,0,18,4,38983.07234125993,27987.365475251278,14,53.42450335222767
65309.1670193456,21.763099857402654,671.1220513278706,1,4,1,50502.02365328179,53520.51362171493,39,60.29485374197392
67033.28928035605,40.184822899003535,673.0868562334812,1,15,8,51912.91736163079,29047.85991940902,36,66.49198494690472
53367.47649219584,28.500637275159036,727.11731583219,0,2,14,23633.934042086756,43053.41626209005,93,46.72183270195962
72145.4934085513,18.96392731504767,772.912753178375,0,13,5,39950.65973359761,35784.14235367192,2,44.85796535899049
59262.66644314183,36.1843201368223,713.8849004315572,1,6,18,37489.03554426716,41653.65710307823,60,52.1348398021884
26971.49144517749,33.57429851754496,743.418894462853,0,12,15,50561.65027344293,42111.69515662925,4,51.49626166032775
44293.186959362654,31.878962163910224,695.1073207394772,0,8,3,58563.37362496647,48080.61050266347,61,57.43192095544218
48085.616967197144,13.046231728493257,684.0930094228848,0,7,12,42014.58424367263,31741.47342407641,53,25.281052654412196
53997.85153430406,40.5508927589711,619.5278955692683,0,1,13,35796.523978131205,52209.88383548172,33,36.433583921049795
46419.5889847335,31.155874065254867,639.5871636100078,0,14,16,48238.625954783645,25084.089593252513,61,54.581395233459816
33323.087371491056,33.30692904329754,652.0824004371215,0,17,18,65597.62819119054,42110.1289413227,15,43.95462624099565
46709.91010966456,40.701218801207354,638.4460975897841,0,5,8,71776.88777915678,51496.308907023486,59,32.36327465162964
51497.317950872435,47.323680286053175,761.0713165048081,0,14,5,67929.28036837121,40020.1308312096,29,44.714901160591296
39270.863491227334,39.39305228156999,701.2531864696857,0,18,16,40669.752978677054,30160.464499271497,83,72.9230755217021
59413.071023062206,38.37100095720084,627.5125439296434,1,8,15,66111.57183730068,33672.85288575042,81,40.55505368296828
34181.5613949001,38.791453552243894,729.4810672022693,1,15,5,68504.17154207252,46958.35105641748,28,44.975936063610106
46650.99138410699,40.678833788287044,723.9004288901624,0,10,10,48337.186329503034,40475.70076752706,85,47.5258269986829
40609.55169631425,32.844169799863906,659.3039791565694,0,6,18,56951.696884766425,33504.62179029281,78,48.130862054923824
33450.599665340495,35.58673762789549,642.4204827632558,0,4,7,41034.03799920921,35909.035623106916,7,65.64693339950922
56483.81633552556,36.622761030179745,731.5576380694425,0,3,7,38540.41239371557,56517.68839030842,48,50.69045852415957
54751.173127972674,34.89287163242393,633.3587972603333,1,10,14,51689.10560491177,39928.08253693879,14,36.25289600848731
61754.00078710298,39.320394956088826,723.9715776369127,1,19,8,61130.49250866781,51296.19531926244,99,58.99487067660179
48960.84012892937,39.47237853328832,643.0970263614868,0,19,9,40895.55547385357,38706.697781126575,55,56.65414506032212
57544.75304101943,28.507588271528952,773.8430580355434,0,6,3,56637.67726462945,44013.97365843714,44,54.25321557186009
50546.42447445017,37.29518464485314,743.1020976254161,1,15,4,45144.97679077932,25942.11107324746,47,61.01975250897535
42947.78622115856,43.2018135910555,698.9801705369258,0,13,3,42926.250550640994,43947.787506787,93,60.074011306896914
55478.415421421676,27.886632286787805,674.0563488468833,1,8,10,37313.17344607488,42278.24313499411,44,56.599168404670095
52437.6796372268,50.257378292619194,653.2851715651647,1,14,8,24759.3797288396,29873.72510937365,83,70.24820288422501
59066.60840914811,29.485114590955988,722.3688988127511,0,11,1,43093.39516998678,28314.853171961287,5,66.88608119556851
33688.887024435244,47.439759509541005,695.7970697850349,0,13,2,51746.506620653454,48106.82998654967,90,55.3389442010041
31170.804620222414,47.94980882272828,717.6465321672506,0,9,8,57705.292796911344,57518.082829708874,60,45.62332469927725
50525.4752691304,65.36911754622615,665.9966816154447,0,10,4,59445.62909191726,37186.94473828246,61,47.32446919412463
51117.62061623989,24.522633093083464,711.5448050486432,0,11,13,49731.3992031698,30016.868211322784,85,47.40492817701356
66134.62603523945,47.406425384703276,715.0252979686651,0,13,11,46408.07397423682,47100.43187688388,17,44.249289444407154
62641.38669506911,36.726775787255946,720.0163365208648,0,15,2,44748.19016908724,50842.798794669856,33,56.58276725236053
53927.186015903884,40.86838967123857,775.243819460325,0,8,8,44842.58503898177,37350.52215194235,83,49.937014047004936
46512.796620044675,23.278112207943057,649.3726481754987,0,4,1,56727.363484816575,43262.04671144341,83,47.458919185513196
62079.20796775192,37.84332940961253,623.2636836913526,0,10,18,59297.03029368232,38479.2241071751,56,54.301639412613554
64210.94048245269,55.738759300960666,787.7600585032081,0,1,17,55163.472276538734,29765.91156845227,10,69.08968369188496
55876.21359135757,49.54784472305586,588.2010617047147,0,19,8,63823.71873306013,35418.53383625711,92,69.76708576402596
60629.680154428395,36.60467304507206,732.606191565166,0,4,5,54483.420913798844,25112.736579423967,14,57.597217137964684
31529.263042937455,28.425307051975036,760.2175701445697,0,13,18,60061.496376638104,33947.068230163204,39,50.286313604162345
48606.10228540774,18.22323934890639,782.8546361489643,0,17,19,31609.108809052246,20407.939815123853,15,52.07060643431034
42632.55385829638,37.99948839875829,797.0351736158134,1,6,13,39334.11067764462,39378.402472087415,77,38.64763007889564
38390.40862659703,25.727130519579227,613.2190252401512,0,13,16,30765.7775415256,24033.75965330171,89,54.83087479979076
45295.01887895084,30.756676239766417,745.0786766736984,1,13,16,43671.514958458756,58922.44879874789,98,39.176154147810465
50953.82656559584,29.110278524185393,583.5923963733151,0,4,6,46094.834990806434,54618.58394842407,61,55.383345399195456
49889.87337308618,48.70166388325988,653.6318999912088,0,7,16,52489.93964104315,42789.442262375575,32,38.18252926737842
55602.32461097977,53.991464232306356,747.6928598185737,0,6,16,60143.20058007957,46628.614874695486,17,30.1471988669967
79977.50902105175,48.96962608285871,665.237016560366,0,7,13,40001.51701587989,44003.30792295706,45,53.71914811181316
62668.53468479328,32.45200328767841,660.7877146744969,0,3,11,61860.606521499154,51535.79109454148,7,59.338104727980806
45386.666227632144,34.3369232575202,674.0627797448436,0,5,16,52416.75405790766,47915.648774348374,36,33.8393373621106
52894.26932732033,42.024701399572535,597.389460694921,0,5,17,51633.184951878226,35606.937312310976,98,35.565608450773766
57768.472178115924,45.36808550296922,751.9815456077556,0,5,9,50143.171506980485,29588.553490367372,89,38.76057380026674
52132.74250655349,54.94627171054958,764.2594345904923,0,8,12,42467.40776374124,54581.87589894346,63,35.20883610271098
40605.440071931676,15.629947963154894,664.272706792753,0,12,4,50310.47386772599,36151.02701360083,26,39.06995469573174
53330.43806204044,42.997296065210605,738.2951858903872,0,7,9,46606.40470621571,54206.113428596625,81,54.52537416772537
51374.281031454695,43.25462326943132,780.1763542961198,0,4,13,53619.02258131885,36061.926183024625,20,52.7046598841967
53595.635061277564,12.80964751679873,653.4157303256374,1,1,10,62630.608094615454,42424.493297928566,75,46.70690219671034
44279.624768166665,15.407201613094152,730.8785350050824,0,8,2,47225.130809550144,37132.98892907491,82,60.87469573622878
58369.31164679993,26.41919945077473,704.0830696830311,0,19,16,39113.69583877214,46210.20205769734,73,50.27828508296957
63046.31015606981,23.641774316122596,706.9605926699547,0,3,13,53709.76146777269,34640.93435556763,66,46.255765901336574
35843.39994454647,31.692679720807767,753.8386946729976,0,17,6,51375.94849398876,54151.64178718161,52,32.09900192433288
59785.258652526565,43.704161039760095,766.4554195240858,0,2,6,62136.36849394065,29422.798705024416,84,54.56094463461013
63133.778228649106,22.506581974758817,773.9853243046416,1,10,8,51138.76804081888,49107.61058232852,63,53.60288187213336
53260.28832355934,12.590712590580516,631.1543910445365,0,12,17,45350.10352040095,45812.38942026945,84,60.55982460989055
60699.25542117329,41.81462675500945,710.56307995961,0,7,12,62170.41803511718,53964.259485723975,95,50.9801509759194
59749.91323204881,23.26686850606955,622.8746575197438,1,9,3,63614.81500213285,19616.89485802522,43,66.88334084323223
59794.22456907169,41.309204522288226,725.2174696160122,1,8,15,57047.050168598325,48730.77482078501,90,54.708100912142484
37315.768992500096,33.96721629146118,787.3549177901328,1,5,3,33090.02492682774,38953.48396463849,88,49.98645353794272
52173.96971334349,36.98334414982558,659.7979834598657,0,5,5,55295.77691451024,27798.47672492077,72,51.167488116730304
52306.9154149288,42.53020952639267,686.1082483273489,1,15,5,40313.0160842955,45409.841030328585,65,50.11298330730472
53224.38428800334,42.9513200227693,741.2481078620176,0,16,7,70473.48521193181,55906.72202609715,69,62.32087417908438
39369.86418556638,54.78205207144776,695.80467645384,1,7,10,37782.988209382835,38528.67903982329,19,50.6781357089252
58094.70976541057,8.841193457078965,690.1377474365602,0,13,19,38873.55787937988,22906.62768446043,93,55.948620028253686
47436.52461962176,25.27836786661549,660.8835772789863,0,6,15,45940.596879334815,36923.637487940585,1,55.24991077120055
38394.970567564655,23.481792848724865,751.3303046893585,0,10,19,60245.96259581968,34425.52818450563,78,43.82653774110415
46820.76109182585,35.03211094988757,672.1960552736073,1,13,4,53237.09974360399,36026.286513805084,52,59.624637273110345
48661.4725629638,40.81875807876939,668.2629409092561,1,16,9,50303.57810854521,43777.51219987266,11,40.58774899250438
55172.68571691082,21.768146160889263,636.6128469625439,0,8,6,48546.01969454019,36354.660412497775,20,66.22083264067501
51983.712134324924,38.86584099381456,729.2547557951738,0,2,10,64878.98987099283,51283.177633570944,35,54.99646002855741
46044.21417055365,42.157029050324056,701.2698153511651,0,17,12,49850.65081038932,35134.48599753639,22,37.61903536284536
52922.899529958835,38.577610590222655,745.9965740972073,0,2,19,43047.020617614915,50886.97515495621,28,53.32615487702772
48255.88817511649,19.31773626793675,634.3112347394476,0,2,9,50327.63233744613,27660.82598099178,77,45.889423490417755
69987.36483909267,18.72441383184523,588.0562272601007,0,7,18,60128.4566011264,33447.233526738935,15,53.672054900371265
56957.72823071186,40.32949583663137,688.2531748105077,1,5,16,64881.39606800306,37336.30636643347,16,45.15613177072004
49412.602508805845,20.0763989506046,735.6278540633725,1,17,10,62909.554105000316,44693.63657032323,29,57.58213035846874
60504.79976625515,42.47597457623123,583.80969462659,0,2,2,47262.0544225323,63127.68429111474,4,44.197942103770885
37516.99489338737,40.08636173371989,702.1003449283571,0,4,19,53774.862885338756,45988.61878018871,80,66.7786887767769
48937.06478277859,42.37574892367321,668.7976475459932,0,3,8,40275.525524720135,28703.68450054164,31,60.73897005359545
30842.55519799365,27.464847886399788,633.604878189925,1,16,18,38805.30149435319,33488.020723123715,76,57.81872391825305
40818.70995091483,31.772354810091446,735.5479855391571,0,2,8,50886.9241446773,31815.629042078115,44,50.62659701243542
57144.01260844587,24.453136858971156,776.7657210382938,0,9,13,48123.51918445784,39770.700567154825,50,43.64592340754498
46652.61372171135,30.111572281963408,684.8596507512673,0,5,2,56087.777215262104,29281.894445531478,95,56.0351204948405
54385.128664128235,33.36307556227974,741.4419793572075,0,1,17,52439.33778199669,38321.60898918182,22,64.02440437138452
43427.40244747191,35.93081569347319,668.3057603278742,0,9,10,47470.91092962264,42351.09942007979,26,60.14305455884014
64830.72715228814,33.268233529899504,765.1384688873113,0,1,6,35852.86308897781,37728.79731302675,60,31.471251731537365
51560.84361121462,48.183811469124976,730.2908223072129,0,13,19,50845.923566219746,54360.964205936514,49,51.416012657619376
50746.64075611522,30.41994787390805,771.2756066065512,0,8,7,52043.35878327645,30876.29927626806,5,64.80732702194355
68896.5304197029,51.79262860283473,782.6719586283544,0,9,5,49871.90992967453,54406.05815483094,38,44.730862830051386
77473.32665321726,16.59662424749468,682.3862726219123,0,2,11,54116.864081515945,44897.323327701146,18,63.84221428206189
66490.78757274814,24.59999792296077,773.2902900037885,0,4,4,39079.13041886447,39751.631735871,40,76.00804076447045
39156.879800737166,21.64153515531066,827.9132545199915,0,3,1,55317.84269359393,44149.72628827889,7,62.22813281125518
52066.6104787634,44.99305083647696,716.3210134735624,0,3,8,54843.72553129403,46851.00795858108,82,56.76374261503412
42467.943740136194,39.06916125241971,693.7856278546875,0,4,5,79137.70528923388,51152.70609000426,23,53.1688118787062
39811.572162765326,42.81300694271255,675.83407239027,0,14,11,53382.16093171699,36769.98467628447,30,52.0834886346098
37423.463219795,37.03794294708915,808.7258417768218,0,18,10,69716.68279758857,40208.33886897253,90,62.09629588769146
77812.21153161865,38.9633308017459,747.3407807316961,0,16,14,49692.168784673864,51264.654285464996,40,54.71905080137013
42264.68976987945,28.73186259696098,692.0766615215518,1,5,8,50615.97591056681,46739.54872980138,58,58.28374709251124
56183.8768842116,22.345984294139942,692.5408228071503,0,14,17,27611.03437542404,41686.999729811716,67,62.13504035401283
58844.72186269175,29.134551428147912,797.4143739690786,1,14,9,47048.85326524219,36622.43182593871,29,46.194143900961556
55656.4761269127,47.27426473450923,705.855950685263,0,15,6,68640.64725738062,48440.77231381197,8,56.60788129011336
59933.19780476528,36.53876113412777,600.8557279280457,0,11,2,50464.12767283699,33447.9971929611,69,37.976800666953416
63291.660536109455,44.60441215468163,679.7832299902585,0,17,7,67566.72798336559,35231.18058003267,15,65.91437059711652
52753.22796983966,28.2522816128754,637.0521595543762,0,5,6,46479.8965757396,52078.25949976321,91,53.37228423019594
45398.05404291508,31.569406454429874,776.9779635448152,0,14,4,39869.35326367243,53869.33310952092,79,55.90990916544142
45932.48726602985,52.79916792072288,633.5555212439258,0,18,12,61717.35153630117,48558.386886649656,14,59.24471702801923
51033.43739796305,37.531000147394664,716.691181241519,0,10,4,52182.74724724914,36646.76244014609,96,41.31225851058476
45526.34554474193,22.17927382011499,702.366353441193,0,11,8,44712.3913722061,26891.75718671894,23,56.11560812495111
58121.154146127265,45.21073748318614,633.1131358475761,1,6,10,45843.40449766182,28168.639504821414,47,51.85572181276098
47076.07527489895,24.236466097288016,697.418811532885,0,8,13,51814.301776112094,51928.71332051212,26,41.28533241209857
25861.446799845548,45.87844643466498,618.1424868602825,1,18,11,75188.49055745534,46749.55409595725,25,51.292825636889326
45716.43185291963,40.73709471501839,731.6674831623106,0,11,16,64364.533423006884,53998.207851892985,86,62.593629551596955
58904.928060078906,43.40427564127046,698.348948830905,0,16,1,46968.14550207163,27956.81619620588,45,69.03692883714805
64216.69795784351,43.62614127690752,735.9551714151944,0,15,15,67612.10402801854,41862.06065024888,17,56.95447037425887
72025.1401772669,48.499795212561324,675.1112053523274,0,5,13,61155.00761854271,46309.86048460789,80,37.55221150233887
32842.83697337006,34.995603670084414,689.8758520392369,0,2,4,49938.06687513651,40996.42605169204,20,48.46896881942658
44738.132405740085,39.9348329956798,669.320569236553,0,18,17,52527.67476060029,40493.15391934586,44,46.07203784290911
42607.509979893664,26.39064940149737,694.6749148679995,0,18,2,35409.70258431359,40169.19224686973,38,61.541903460404555
61401.72214407244,30.635282260223512,679.3633176872156,0,6,19,26585.230041403283,34918.03053872343,96,56.54472759188708
51105.4967718495,41.783369976706936,688.699395534276,0,18,18,66605.29595689653,52494.545099426454,82,47.030704969159046
56811.82596461891,43.10383278089006,686.0606046486412,0,8,2,44441.73291106855,52380.413101555125,28,54.207289156715916
43843.925418611165,38.17632566519469,655.9135023770531,0,5,12,35099.71308979213,40211.14161717622,3,34.12002785209872
73559.3284645446,26.298658227229183,711.0578150286484,0,8,12,42480.05397678595,48202.2268806384,92,32.901308746855
67433.22784836771,28.75231112140058,732.7244471432173,0,19,1,43244.520043023294,40027.290525542936,87,25.84689538425257
45581.57323206025,35.52231681879774,664.4439862038238,0,1,4,52128.51588138066,40026.72849059876,55,41.792905302824536
